order_id,customer_id,order_date,region_id,channel,status
58,513,2024-10-31,1,Online,Completed
59,261,2026-03-13,2,Online,Returned
60,417,2026-05-15,2,Online,Completed
61,576,2025-03-12,5,Online,Completed
62,390,2026-03-30,3,Online,Completed
63,32,2026-05-02,2,Online,Completed
64,9,2024-11-14,5,Retail Store,Completed
65,77,2025-11-12,4,Retail Store,Completed
66,28,2026-04-28,3,Retail Store,Completed
67,127,2026-06-09,4,Online,Completed
68,276,2025-10-23,2,Retail Store,Cancelled
69,196,2025-04-16,1,Retail Store,Completed
70,516,2024-12-02,2,Online,Completed
71,248,2024-06-29,3,Online,Completed
72,776,2025-02-13,2,Online,Returned
73,11,2025-05-30,2,Online,Completed
74,47,2025-06-19,4,Online,Completed
75,42,2025-03-16,3,Online,Cancelled
76,513,2025-08-24,1,Online,Completed
77,703,2024-12-29,2,Retail Store,Completed
78,267,2025-10-02,2,Retail Store,Completed
79,690,2026-06-15,2,Retail Store,Completed
80,305,2026-03-15,2,Retail Store,Completed
81,547,2025-11-28,5,Online,Completed
82,77,2026-01-31,4,Online,Completed
83,702,2024-03-07,3,Retail Store,Completed
84,579,2026-03-19,2,Online,Completed
85,200,2026-04-30,3,Online,Returned
86,201,2026-05-27,4,Retail Store,Completed
87,122,2024-11-02,2,Online,Cancelled
88,80,2024-11-20,2,Wholesale,Returned
89,652,2024-06-14,3,Retail Store,Cancelled
90,571,2025-12-18,3,Retail Store,Completed
91,355,2023-12-21,3,Retail Store,Completed
92,93,2024-06-29,1,Retail Store,Cancelled
93,127,2025-09-14,4,Retail Store,Completed
94,703,2025-06-09,2,Retail Store,Cancelled
95,774,2025-12-04,4,Online,Completed
96,540,2026-06-06,1,Retail Store,Completed
97,265,2025-02-07,1,Online,Returned
98,307,2026-04-19,4,Online,Completed
99,215,2025-11-19,2,Online,Completed
100,461,2026-02-12,4,Online,Completed
101,11,2024-12-22,2,Wholesale,Completed
102,492,2024-10-11,4,Online,Completed
103,428,2025-11-28,1,Retail Store,Completed
104,469,2026-03-23,2,Retail Store,Completed
105,40,2024-02-13,2,Retail Store,Returned
106,571,2023-12-01,3,Retail Store,Completed
107,696,2024-05-22,2,Online,Completed
108,137,2025-05-19,4,Wholesale,Completed
109,733,2025-06-28,2,Online,Returned
110,349,2025-12-01,4,Online,Completed
111,435,2024-06-15,1,Wholesale,Completed
112,341,2026-01-16,3,Online,Cancelled
113,289,2025-01-13,3,Online,Completed
114,356,2026-06-30,3,Online,Completed
115,164,2026-03-06,4,Retail Store,Returned
116,211,2025-04-07,4,Retail Store,Returned
117,330,2026-03-11,2,Retail Store,Cancelled
118,52,2026-04-19,4,Online,Returned
119,685,2025-10-10,1,Online,Completed
120,735,2025-03-30,3,Online,Cancelled
121,212,2026-04-08,4,Online,Completed
122,239,2024-11-24,3,Retail Store,Completed
123,703,2026-06-29,2,Online,Returned
124,244,2026-02-14,1,Wholesale,Completed
125,201,2025-05-19,4,Retail Store,Completed
126,230,2025-12-26,1,Online,Completed
127,443,2026-06-03,4,Online,Completed
128,320,2026-04-13,1,Online,Completed
129,733,2025-10-16,2,Retail Store,Completed
130,597,2024-07-28,3,Wholesale,Completed
131,556,2024-07-21,3,Retail Store,Completed
132,675,2025-07-03,2,Online,Completed
133,62,2026-02-04,4,Online,Completed
134,510,2025-12-18,2,Wholesale,Completed
135,355,2024-06-05,3,Online,Completed
136,673,2023-08-16,1,Retail Store,Completed
137,151,2026-01-15,5,Online,Completed
138,751,2026-03-15,4,Online,Completed
139,59,2025-06-02,5,Online,Completed
140,402,2025-06-02,5,Retail Store,Completed
141,644,2024-04-08,4,Online,Completed
142,42,2025-07-20,3,Online,Completed
143,59,2024-05-21,5,Wholesale,Completed
144,398,2025-11-20,3,Online,Returned
145,257,2025-03-13,4,Retail Store,Completed
146,709,2025-02-06,2,Online,Cancelled
147,181,2026-06-19,2,Retail Store,Returned
148,640,2026-03-31,2,Online,Completed
149,415,2025-03-26,5,Retail Store,Completed
150,696,2025-09-27,2,Online,Completed
151,592,2025-03-29,3,Wholesale,Returned
152,227,2026-02-09,3,Online,Cancelled
153,515,2026-01-21,2,Online,Cancelled
154,391,2026-01-18,5,Retail Store,Completed
155,79,2026-05-12,4,Retail Store,Completed
156,551,2025-11-13,4,Wholesale,Cancelled
157,158,2026-02-12,5,Retail Store,Returned
158,210,2026-02-20,1,Online,Returned
159,426,2025-06-03,5,Online,Completed
160,302,2024-09-24,4,Online,Returned
161,29,2024-05-11,4,Wholesale,Completed
162,544,2025-01-25,2,Online,Completed
163,97,2026-03-20,2,Wholesale,Completed
164,62,2025-12-18,4,Retail Store,Returned
165,625,2024-11-08,4,Online,Completed
166,449,2025-07-11,4,Online,Completed
167,282,2025-11-10,1,Online,Completed
168,654,2024-12-29,2,Wholesale,Completed
169,703,2025-07-31,2,Online,Completed
170,693,2026-04-06,2,Retail Store,Returned
171,244,2026-06-25,1,Retail Store,Cancelled
172,712,2026-05-25,2,Retail Store,Cancelled
173,636,2025-11-03,2,Wholesale,Completed
174,688,2026-06-12,5,Retail Store,Completed
175,602,2024-09-18,2,Online,Completed
176,703,2025-11-25,2,Online,Returned
177,540,2026-06-12,1,Online,Completed
178,353,2024-11-21,4,Online,Completed
179,614,2026-01-10,2,Online,Completed
180,493,2025-02-24,2,Wholesale,Cancelled
181,383,2025-09-27,4,Online,Completed
182,104,2025-02-27,4,Online,Returned
183,377,2025-08-29,2,Retail Store,Completed
184,776,2025-01-17,2,Wholesale,Completed
185,17,2024-09-20,1,Retail Store,Completed
186,737,2023-10-02,2,Retail Store,Returned
187,592,2024-09-05,3,Retail Store,Completed
188,252,2025-10-26,1,Wholesale,Completed
189,531,2026-05-01,2,Retail Store,Cancelled
190,686,2025-12-13,2,Retail Store,Cancelled
191,618,2026-05-27,2,Online,Completed
192,198,2024-08-01,3,Online,Completed
193,634,2025-10-18,4,Wholesale,Returned
194,776,2025-11-10,2,Online,Completed
195,670,2024-07-19,4,Retail Store,Completed
196,745,2024-11-19,1,Online,Cancelled
197,112,2024-02-26,1,Wholesale,Returned
198,693,2025-04-16,2,Online,Completed
199,592,2024-03-22,3,Online,Completed
200,583,2025-01-02,2,Retail Store,Completed
201,481,2026-05-08,2,Online,Completed
202,533,2026-02-21,2,Online,Completed
203,597,2025-12-22,3,Online,Completed
204,69,2025-01-24,4,Retail Store,Completed
205,510,2026-01-21,2,Online,Returned
206,616,2026-05-19,1,Retail Store,Completed
207,339,2025-02-02,2,Online,Cancelled
208,212,2025-03-21,4,Online,Completed
209,708,2025-11-29,1,Online,Completed
210,102,2025-11-02,2,Online,Completed
211,530,2026-03-08,2,Wholesale,Completed
212,142,2025-04-11,3,Retail Store,Cancelled
213,74,2025-11-07,2,Retail Store,Cancelled
214,475,2026-06-19,2,Online,Completed
215,259,2026-03-10,1,Retail Store,Completed
216,783,2026-04-05,5,Online,Completed
217,458,2025-09-24,5,Wholesale,Returned
218,157,2025-11-30,1,Wholesale,Cancelled
219,439,2024-05-01,1,Online,Cancelled
220,418,2025-08-08,3,Wholesale,Completed
221,5,2024-09-23,2,Wholesale,Completed
222,620,2025-11-13,2,Retail Store,Completed
223,295,2025-11-20,1,Wholesale,Returned
224,585,2025-08-23,5,Wholesale,Returned
225,304,2025-11-12,2,Wholesale,Returned
226,81,2024-09-28,1,Retail Store,Cancelled
227,678,2025-10-15,4,Retail Store,Completed
228,506,2023-09-24,1,Wholesale,Completed
229,115,2024-11-24,4,Online,Completed
230,312,2025-01-07,2,Online,Completed
231,481,2025-09-30,2,Online,Completed
232,583,2024-07-06,2,Wholesale,Completed
233,252,2025-08-12,1,Online,Completed
234,674,2025-06-16,2,Online,Cancelled
235,42,2025-01-25,3,Wholesale,Completed
236,323,2024-05-08,3,Retail Store,Completed
237,309,2026-06-01,2,Online,Returned
238,238,2025-06-26,3,Online,Completed
239,123,2026-05-26,2,Retail Store,Completed
240,544,2024-12-16,2,Retail Store,Completed
241,466,2025-01-17,2,Wholesale,Completed
242,436,2026-04-07,1,Online,Completed
243,691,2026-06-09,3,Online,Completed
244,340,2025-11-27,2,Online,Completed
245,479,2025-07-25,5,Online,Completed
246,404,2025-02-26,4,Online,Completed
247,242,2025-04-24,2,Online,Completed
248,547,2024-09-07,5,Wholesale,Completed
249,661,2025-01-30,1,Online,Cancelled
250,11,2025-07-05,2,Online,Completed
251,295,2025-10-16,1,Online,Completed
252,237,2026-05-20,1,Online,Completed
253,289,2024-09-17,3,Online,Cancelled
254,212,2025-09-21,4,Wholesale,Returned
255,621,2025-12-19,4,Retail Store,Completed
256,721,2025-02-21,4,Online,Completed
257,792,2026-05-12,5,Online,Completed
258,289,2026-02-27,3,Online,Completed
259,606,2025-09-24,1,Online,Completed
260,508,2026-05-03,3,Online,Completed
261,289,2025-09-04,3,Online,Completed
262,458,2026-01-17,5,Retail Store,Completed
263,154,2025-09-01,4,Online,Cancelled
264,760,2026-04-18,5,Online,Cancelled
265,290,2025-12-14,3,Retail Store,Cancelled
266,712,2026-03-24,2,Retail Store,Completed
267,545,2024-11-23,3,Wholesale,Completed
268,78,2025-05-24,4,Online,Cancelled
269,132,2026-04-25,4,Retail Store,Completed
270,341,2025-07-05,3,Online,Returned
271,507,2026-03-25,4,Retail Store,Completed
272,204,2025-12-19,3,Online,Completed
273,195,2026-05-09,4,Online,Completed
274,614,2026-01-17,2,Online,Returned
275,340,2025-10-27,2,Wholesale,Completed
276,341,2024-12-10,3,Online,Returned
277,258,2024-12-03,4,Retail Store,Completed
278,502,2025-05-03,3,Online,Returned
279,506,2024-06-28,1,Online,Completed
280,315,2026-01-19,4,Retail Store,Completed
281,715,2025-10-17,4,Online,Completed
282,776,2026-03-18,2,Online,Returned
283,634,2025-12-25,4,Online,Completed
284,240,2026-06-19,5,Retail Store,Completed
285,239,2025-11-23,3,Wholesale,Completed
286,758,2025-07-10,1,Retail Store,Completed
287,675,2024-03-23,2,Retail Store,Returned
288,725,2026-03-27,1,Wholesale,Cancelled
289,346,2025-09-20,5,Online,Cancelled
290,49,2025-10-03,2,Online,Completed
291,712,2024-07-19,2,Wholesale,Completed
292,59,2023-09-29,5,Online,Returned
293,120,2025-08-09,1,Retail Store,Completed
294,443,2025-10-11,4,Retail Store,Completed
295,209,2024-05-12,5,Online,Completed
296,240,2026-02-07,5,Wholesale,Completed
297,508,2026-05-27,3,Online,Cancelled
298,217,2025-11-01,4,Online,Completed
299,530,2026-03-22,2,Wholesale,Completed
300,2,2025-03-26,2,Online,Returned
301,588,2025-09-09,2,Retail Store,Completed
302,798,2025-01-30,3,Online,Completed
303,629,2024-09-14,2,Wholesale,Returned
304,289,2024-07-27,3,Online,Completed
305,164,2026-03-20,4,Online,Completed
306,198,2024-10-21,3,Retail Store,Completed
307,507,2024-06-15,4,Online,Returned
308,32,2023-11-10,2,Wholesale,Completed
309,123,2026-03-14,2,Wholesale,Completed
310,149,2025-01-23,1,Wholesale,Completed
311,199,2026-05-01,2,Online,Completed
312,373,2024-06-03,1,Online,Cancelled
313,526,2025-10-17,4,Online,Completed
314,312,2026-04-03,2,Online,Completed
315,485,2026-03-01,4,Retail Store,Completed
316,641,2026-01-13,3,Wholesale,Returned
317,94,2024-03-09,1,Retail Store,Completed
318,525,2024-04-21,3,Retail Store,Completed
319,640,2024-07-15,2,Online,Completed
320,364,2026-06-04,3,Online,Returned
321,238,2025-10-03,3,Wholesale,Completed
322,547,2025-08-28,5,Retail Store,Completed
323,40,2025-12-01,2,Retail Store,Completed
324,79,2025-01-08,4,Retail Store,Completed
325,307,2026-06-22,4,Retail Store,Cancelled
326,318,2025-04-21,1,Retail Store,Completed
327,196,2025-06-28,1,Online,Returned
328,483,2025-11-29,4,Online,Completed
329,194,2026-04-01,4,Online,Completed
330,165,2024-03-24,4,Online,Cancelled
331,422,2024-12-12,1,Online,Completed
332,561,2026-05-27,1,Online,Completed
333,340,2025-07-13,2,Wholesale,Completed
334,520,2024-08-13,4,Online,Returned
335,99,2024-01-21,2,Retail Store,Completed
336,342,2024-09-08,1,Wholesale,Completed
337,503,2026-03-30,3,Retail Store,Returned
338,709,2026-06-28,2,Retail Store,Returned
339,482,2026-02-18,4,Wholesale,Completed
340,618,2026-04-17,2,Retail Store,Cancelled
341,510,2025-04-25,2,Online,Completed
342,369,2026-06-12,4,Online,Completed
343,553,2024-12-29,3,Online,Completed
344,133,2025-03-25,2,Online,Completed
345,215,2025-09-20,2,Online,Completed
346,122,2026-02-25,2,Wholesale,Completed
347,248,2024-07-17,3,Retail Store,Completed
348,318,2026-04-19,1,Retail Store,Cancelled
349,233,2025-09-07,2,Retail Store,Completed
350,592,2026-05-04,3,Retail Store,Cancelled
351,628,2025-12-18,3,Online,Cancelled
352,693,2026-01-14,2,Online,Returned
353,102,2026-03-28,2,Wholesale,Returned
354,776,2026-03-12,2,Wholesale,Completed
355,205,2025-12-16,1,Retail Store,Completed
356,314,2025-06-22,1,Online,Cancelled
357,513,2025-02-21,1,Wholesale,Returned
358,458,2026-04-18,5,Online,Completed
359,611,2025-12-02,3,Retail Store,Completed
360,176,2026-03-18,2,Online,Cancelled
361,297,2026-05-20,3,Retail Store,Completed
362,500,2025-03-25,5,Online,Completed
363,652,2025-10-27,3,Online,Cancelled
364,368,2026-01-14,3,Wholesale,Completed
365,446,2026-05-23,3,Retail Store,Completed
366,775,2024-07-06,3,Retail Store,Completed
367,177,2026-01-11,3,Retail Store,Returned
368,239,2024-12-10,3,Online,Completed
369,43,2025-03-20,4,Online,Cancelled
370,164,2026-04-23,4,Wholesale,Completed
371,415,2023-11-15,5,Retail Store,Returned
372,350,2024-11-26,4,Wholesale,Completed
373,463,2024-06-17,4,Wholesale,Cancelled
374,81,2026-01-06,1,Online,Completed
375,547,2024-11-24,5,Online,Completed
376,430,2026-05-03,1,Online,Completed
377,52,2026-03-29,4,Online,Completed
378,290,2025-10-25,3,Online,Returned
379,501,2026-04-28,3,Retail Store,Cancelled
380,87,2025-03-03,1,Online,Completed
381,181,2025-07-06,2,Online,Completed
382,751,2026-06-04,4,Retail Store,Cancelled
383,417,2025-08-13,2,Retail Store,Completed
384,598,2026-02-12,4,Retail Store,Completed
385,705,2026-02-14,2,Retail Store,Completed
386,284,2025-10-14,3,Retail Store,Returned
387,693,2025-06-29,2,Retail Store,Returned
388,323,2026-06-13,3,Online,Completed
389,786,2025-12-25,4,Online,Completed
390,151,2026-03-26,5,Retail Store,Completed
391,398,2026-06-14,3,Wholesale,Completed
392,418,2026-02-19,3,Retail Store,Returned
393,680,2025-02-13,3,Online,Completed
394,201,2023-11-02,4,Online,Completed
395,620,2025-12-22,2,Online,Cancelled
396,550,2026-05-26,3,Wholesale,Completed
397,279,2025-06-20,3,Online,Completed
398,127,2025-12-03,4,Online,Completed
399,418,2025-11-11,3,Online,Cancelled
400,454,2026-04-28,3,Online,Completed
401,42,2025-10-16,3,Online,Completed
402,579,2024-09-28,2,Online,Completed
403,799,2025-09-19,4,Retail Store,Cancelled
404,67,2025-09-10,1,Online,Completed
405,212,2025-08-29,4,Online,Cancelled
406,32,2024-08-01,2,Online,Completed
407,300,2025-09-09,4,Online,Completed
408,749,2025-07-02,2,Retail Store,Completed
409,519,2024-04-15,5,Online,Completed
410,49,2024-10-17,2,Online,Completed
411,33,2024-10-14,2,Online,Completed
412,127,2025-12-15,4,Online,Cancelled
413,49,2024-07-05,2,Retail Store,Completed
414,17,2025-11-01,1,Online,Cancelled
415,390,2025-08-09,3,Online,Completed
416,295,2026-05-09,1,Online,Cancelled
417,576,2025-03-28,5,Online,Cancelled
418,476,2026-01-19,2,Online,Returned
419,657,2024-08-11,5,Online,Completed
420,616,2026-05-13,1,Retail Store,Completed
421,509,2025-12-13,3,Retail Store,Completed
422,621,2026-05-30,4,Retail Store,Returned
423,98,2026-04-22,1,Online,Completed
424,519,2025-05-31,5,Retail Store,Completed
425,267,2025-09-17,2,Online,Returned
426,571,2024-05-04,3,Retail Store,Completed
427,248,2024-11-23,3,Online,Completed
428,150,2025-02-12,3,Retail Store,Returned
429,692,2024-05-10,5,Online,Returned
430,546,2025-05-04,2,Online,Completed
431,524,2025-03-11,1,Online,Completed
432,504,2025-05-01,3,Online,Completed
433,401,2024-01-13,2,Retail Store,Completed
434,102,2025-10-21,2,Wholesale,Completed
435,601,2025-11-24,2,Wholesale,Completed
436,292,2025-12-01,4,Retail Store,Completed
437,417,2026-06-14,2,Online,Completed
438,739,2025-09-24,4,Online,Cancelled
439,160,2026-05-10,4,Wholesale,Completed
440,513,2024-11-27,1,Wholesale,Returned
441,614,2025-04-08,2,Retail Store,Cancelled
442,564,2024-11-08,2,Retail Store,Cancelled
443,104,2026-04-21,4,Online,Returned
444,733,2025-12-06,2,Online,Completed
445,465,2025-11-13,4,Wholesale,Completed
446,721,2026-02-07,4,Online,Completed
447,705,2026-02-15,2,Online,Cancelled
448,699,2024-12-30,5,Retail Store,Completed
449,344,2026-02-02,1,Wholesale,Completed
450,74,2024-11-17,2,Online,Completed
451,124,2026-06-07,5,Online,Completed
452,508,2024-08-18,3,Retail Store,Completed
453,616,2025-10-17,1,Online,Completed
454,277,2026-01-17,3,Retail Store,Completed
455,5,2023-10-09,2,Online,Completed
456,583,2024-11-05,2,Online,Cancelled
457,69,2025-12-10,4,Online,Completed
458,652,2023-11-07,3,Retail Store,Returned
459,712,2025-11-29,2,Retail Store,Returned
460,712,2025-12-22,2,Online,Completed
461,210,2025-05-02,1,Retail Store,Completed
462,717,2024-09-01,3,Online,Completed
463,746,2025-07-26,3,Online,Completed
464,468,2024-01-15,1,Online,Completed
465,122,2026-01-13,2,Retail Store,Completed
466,551,2025-09-20,4,Online,Completed
467,371,2025-10-28,2,Online,Completed
468,722,2025-12-02,4,Wholesale,Returned
469,164,2025-11-20,4,Retail Store,Completed
470,675,2025-09-17,2,Online,Cancelled
471,448,2026-03-19,2,Online,Completed
472,239,2026-01-10,3,Retail Store,Completed
473,52,2026-04-26,4,Online,Completed
474,721,2024-08-25,4,Online,Completed
475,528,2026-06-28,2,Retail Store,Completed
476,339,2024-12-18,2,Retail Store,Completed
477,556,2025-03-08,3,Online,Returned
478,117,2026-01-07,1,Retail Store,Completed
479,312,2026-06-03,2,Wholesale,Completed
480,660,2026-06-01,3,Wholesale,Completed
481,74,2024-12-29,2,Online,Returned
482,443,2026-06-10,4,Online,Completed
483,530,2026-03-05,2,Online,Cancelled
484,428,2026-04-30,1,Online,Completed
485,190,2026-01-08,4,Online,Completed
486,102,2026-04-27,2,Online,Completed
487,104,2026-05-18,4,Online,Returned
488,240,2025-12-07,5,Wholesale,Completed
489,729,2025-01-12,1,Online,Completed
490,710,2025-11-30,4,Online,Returned
491,780,2025-08-01,2,Online,Completed
492,783,2024-09-11,5,Retail Store,Completed
493,510,2024-08-05,2,Online,Completed
494,458,2026-01-15,5,Online,Completed
495,446,2026-05-11,3,Online,Cancelled
496,693,2026-06-23,2,Online,Completed
497,418,2025-08-12,3,Online,Completed
498,645,2025-01-06,2,Online,Cancelled
499,486,2024-10-02,1,Retail Store,Completed
500,55,2024-08-05,1,Retail Store,Completed
501,719,2025-07-24,5,Online,Returned
502,196,2025-07-11,1,Wholesale,Cancelled
503,379,2025-11-25,1,Online,Completed
504,5,2025-06-04,2,Online,Returned
505,49,2026-06-06,2,Wholesale,Completed
506,792,2025-06-18,5,Online,Completed
507,467,2025-04-05,1,Online,Completed
508,441,2023-10-31,4,Wholesale,Completed
509,47,2025-05-29,4,Retail Store,Returned
510,788,2024-08-24,1,Online,Returned
511,709,2026-06-14,2,Online,Completed
512,488,2026-06-02,1,Online,Completed
513,383,2025-06-01,4,Online,Completed
514,794,2025-07-12,3,Online,Completed
515,92,2025-11-24,1,Online,Completed
516,113,2025-06-09,3,Retail Store,Completed
517,419,2025-09-07,3,Retail Store,Completed
518,663,2025-08-05,1,Online,Completed
519,535,2026-05-01,1,Online,Cancelled
520,295,2026-02-11,1,Online,Completed
521,551,2025-04-24,4,Retail Store,Completed
522,615,2026-06-28,4,Online,Completed
523,207,2026-05-11,5,Online,Completed
524,11,2025-05-22,2,Wholesale,Cancelled
525,663,2025-06-05,1,Online,Completed
526,772,2025-03-09,1,Wholesale,Completed
527,199,2026-06-28,2,Online,Completed
528,315,2025-11-23,4,Online,Returned
529,318,2024-09-05,1,Wholesale,Completed
530,306,2026-02-16,1,Online,Completed
531,573,2025-11-05,2,Online,Completed
532,74,2025-12-20,2,Retail Store,Completed
533,254,2025-12-07,4,Online,Completed
534,718,2024-06-11,1,Online,Completed
535,441,2025-02-22,4,Retail Store,Completed
536,17,2024-10-16,1,Online,Completed
537,759,2024-10-29,2,Online,Completed
538,69,2025-07-08,4,Online,Returned
539,417,2025-11-30,2,Online,Cancelled
540,651,2026-06-05,3,Online,Completed
541,557,2025-06-29,1,Online,Completed
542,210,2026-01-12,1,Online,Completed
543,120,2026-05-12,1,Online,Completed
544,442,2026-04-12,1,Online,Completed
545,87,2026-06-15,1,Online,Cancelled
546,103,2025-05-11,5,Retail Store,Completed
547,616,2026-04-27,1,Wholesale,Completed
548,426,2024-05-22,5,Online,Completed
549,614,2024-12-21,2,Online,Completed
550,180,2026-06-22,2,Retail Store,Returned
551,449,2024-04-16,4,Retail Store,Completed
552,46,2026-04-10,2,Wholesale,Completed
553,571,2025-06-01,3,Online,Completed
554,614,2024-11-30,2,Online,Completed
555,652,2024-06-08,3,Online,Completed
556,556,2025-03-02,3,Online,Completed
557,722,2024-07-23,4,Retail Store,Cancelled
558,210,2026-04-04,1,Wholesale,Cancelled
559,794,2025-09-24,3,Wholesale,Completed
560,252,2026-04-04,1,Online,Completed
561,245,2026-06-19,4,Retail Store,Returned
562,660,2026-03-29,3,Online,Completed
563,360,2024-09-07,4,Retail Store,Cancelled
564,492,2023-12-16,4,Online,Cancelled
565,195,2024-09-02,4,Retail Store,Completed
566,473,2024-08-15,2,Online,Completed
567,452,2025-04-15,2,Online,Completed
568,564,2024-11-13,2,Online,Cancelled
569,423,2026-04-19,2,Online,Completed
570,40,2026-05-23,2,Online,Completed
571,228,2026-06-21,4,Wholesale,Returned
572,650,2024-09-26,2,Retail Store,Returned
573,570,2024-11-11,5,Online,Completed
574,582,2026-05-12,4,Retail Store,Completed
575,476,2026-06-27,2,Retail Store,Completed
576,404,2024-10-28,4,Wholesale,Completed
577,40,2024-10-06,2,Online,Completed
578,42,2025-09-02,3,Online,Completed
579,652,2024-01-17,3,Wholesale,Returned
580,181,2025-09-05,2,Online,Completed
581,178,2024-04-28,2,Online,Returned
582,103,2025-01-22,5,Online,Completed
583,627,2025-09-23,5,Retail Store,Returned
584,798,2025-11-25,3,Online,Completed
585,538,2025-01-09,3,Online,Completed
586,124,2025-09-18,5,Retail Store,Cancelled
587,564,2024-11-17,2,Retail Store,Completed
588,297,2025-11-24,3,Retail Store,Completed
589,330,2026-05-12,2,Online,Completed
590,445,2024-09-26,4,Online,Completed
591,252,2025-12-31,1,Online,Cancelled
592,353,2025-12-31,4,Online,Returned
593,75,2025-12-16,2,Online,Completed
594,515,2026-01-04,2,Online,Completed
595,467,2025-11-10,1,Online,Completed
596,792,2025-04-25,5,Retail Store,Completed
597,127,2025-07-15,4,Retail Store,Returned
598,103,2024-09-03,5,Online,Cancelled
599,104,2026-06-15,4,Online,Returned
600,418,2026-05-28,3,Online,Completed
601,52,2025-12-16,4,Online,Cancelled
602,125,2025-07-01,4,Retail Store,Completed
603,550,2025-11-07,3,Wholesale,Completed
604,33,2025-06-25,2,Retail Store,Returned
605,798,2025-10-26,3,Online,Completed
606,153,2024-11-01,1,Online,Completed
607,568,2025-08-19,1,Online,Completed
608,367,2026-05-22,3,Retail Store,Returned
609,621,2024-11-27,4,Retail Store,Completed
610,461,2025-12-22,4,Retail Store,Completed
611,712,2025-04-04,2,Online,Completed
612,408,2025-12-21,1,Retail Store,Returned
613,390,2025-07-07,3,Online,Cancelled
614,215,2026-05-12,2,Retail Store,Completed
615,797,2025-03-17,2,Wholesale,Completed
616,641,2025-01-23,3,Retail Store,Completed
617,350,2026-06-07,4,Retail Store,Completed
618,240,2026-06-10,5,Retail Store,Completed
619,418,2026-06-10,3,Online,Completed
620,692,2024-08-18,5,Online,Completed
621,115,2024-09-17,4,Retail Store,Completed
622,650,2026-06-30,2,Online,Cancelled
623,323,2024-11-02,3,Online,Cancelled
624,493,2025-11-11,2,Online,Returned
625,776,2024-12-05,2,Retail Store,Returned
626,212,2026-06-07,4,Online,Cancelled
627,235,2025-11-22,3,Online,Completed
628,122,2026-05-02,2,Wholesale,Completed
629,458,2025-07-04,5,Online,Completed
630,502,2026-02-24,3,Online,Completed
631,655,2026-06-11,1,Online,Completed
632,322,2025-11-12,4,Wholesale,Completed
633,692,2025-06-17,5,Online,Completed
634,458,2025-12-21,5,Online,Cancelled
635,676,2024-08-04,2,Online,Returned
636,104,2025-05-21,4,Online,Completed
637,759,2025-11-25,2,Retail Store,Completed
638,708,2026-04-23,1,Online,Completed
639,36,2024-10-28,4,Online,Completed
640,751,2026-05-30,4,Retail Store,Returned
641,377,2026-06-08,2,Online,Cancelled
642,628,2026-03-31,3,Online,Returned
643,458,2026-02-08,5,Retail Store,Completed
644,634,2024-11-18,4,Online,Completed
