order_id,item_id,date_key,customer_id,product_id,region_id,channel,quantity,unit_price,discount_pct,revenue,cost,profit,order_status
36,53,20241219,645,27,2,Online,1,3772.72,0.0,3772.72,2595.78,1176.94,Completed
40,62,20240722,665,47,2,Retail Store,1,1785.27,0.0,1785.27,1030.42,754.85,Completed
42,64,20260620,673,44,1,Retail Store,1,822.56,0.0,822.56,506.28,316.28,Completed
43,65,20251028,432,86,1,Online,1,1068.62,0.0,1068.62,796.1,272.52,Completed
44,66,20250913,467,10,1,Retail Store,1,4712.58,0.0,4712.58,3467.42,1245.16,Completed
44,67,20250913,467,90,1,Retail Store,1,867.09,0.0,867.09,655.66,211.43,Completed
46,69,20260102,640,56,2,Online,1,2379.66,0.0,2379.66,1198.06,1181.6,Completed
48,71,20250204,29,47,4,Online,1,1785.27,0.0,1785.27,1030.42,754.85,Completed
48,72,20250204,29,22,4,Online,3,5909.06,0.0,17727.18,11155.98,6571.2,Completed
48,73,20250204,29,24,4,Online,2,6901.74,0.0,13803.48,8489.08,5314.4,Completed
48,74,20250204,29,30,4,Online,2,3612.36,0.0,7224.72,4911.56,2313.16,Completed
50,76,20230929,667,46,4,Wholesale,1,2783.21,0.0,2783.21,1644.13,1139.08,Completed
51,77,20250601,619,90,1,Online,1,867.09,0.0,867.09,655.66,211.43,Completed
51,78,20250601,619,86,1,Online,1,1068.62,10.0,961.76,796.1,165.66,Completed
52,79,20251106,295,14,1,Retail Store,1,15152.85,0.0,15152.85,11788.81,3364.04,Completed
57,85,20250426,267,1,2,Wholesale,2,16547.71,0.0,33095.42,24322.76,8772.66,Completed
57,86,20250426,267,27,2,Wholesale,1,3772.72,10.0,3395.45,2595.78,799.67,Completed
57,87,20250426,267,52,2,Wholesale,1,4826.75,15.0,4102.74,2945.49,1157.25,Completed
57,88,20250426,267,66,2,Wholesale,1,785.79,0.0,785.79,395.02,390.77,Completed
58,89,20241031,513,90,1,Online,2,867.09,5.0,1647.47,1311.32,336.15,Completed
60,91,20260515,417,42,2,Online,1,1830.31,0.0,1830.31,1098.69,731.62,Completed
60,92,20260515,417,27,2,Online,1,3772.72,0.0,3772.72,2595.78,1176.94,Completed
61,93,20250312,576,82,5,Online,1,816.9,15.0,694.36,571.67,122.69,Completed
62,94,20260330,390,59,3,Online,2,1577.53,0.0,3155.06,1690.48,1464.58,Completed
62,95,20260330,390,27,3,Online,1,3772.72,5.0,3584.08,2595.78,988.3,Completed
63,96,20260502,32,31,2,Online,1,4244.99,0.0,4244.99,2676.25,1568.74,Completed
64,97,20241114,9,58,5,Retail Store,1,1470.73,0.0,1470.73,750.5,720.23,Completed
65,98,20251112,77,26,4,Retail Store,1,5258.5,0.0,5258.5,3345.69,1912.81,Completed
66,99,20260428,28,47,3,Retail Store,1,1785.27,0.0,1785.27,1030.42,754.85,Completed
66,100,20260428,28,52,3,Retail Store,1,4826.75,0.0,4826.75,2945.49,1881.26,Completed
67,101,20260609,127,20,4,Online,1,2963.93,10.0,2667.54,2025.77,641.77,Completed
69,103,20250416,196,25,1,Retail Store,2,1854.98,5.0,3524.46,2459.4,1065.06,Completed
70,104,20241202,516,11,2,Online,1,4975.98,15.0,4229.58,4015.17,214.41,Completed
71,105,20240629,248,25,3,Online,2,1854.98,0.0,3709.96,2459.4,1250.56,Completed
73,107,20250530,11,66,2,Online,1,785.79,0.0,785.79,395.02,390.77,Completed
74,108,20250619,47,53,4,Online,2,3260.34,0.0,6520.68,3759.04,2761.64,Completed
76,111,20250824,513,38,1,Online,1,512.6,0.0,512.6,307.01,205.59,Completed
76,112,20250824,513,60,1,Online,1,1873.77,0.0,1873.77,1010.63,863.14,Completed
76,113,20250824,513,71,1,Online,2,5796.79,0.0,11593.58,7402.66,4190.92,Completed
76,114,20250824,513,47,1,Online,3,1785.27,5.0,5088.02,3091.26,1996.76,Completed
77,115,20241229,703,33,2,Retail Store,2,7279.95,0.0,14559.9,9319.98,5239.92,Completed
78,116,20251002,267,80,2,Retail Store,1,4557.3,0.0,4557.3,2931.68,1625.62,Completed
78,117,20251002,267,16,2,Retail Store,2,36150.9,0.0,72301.8,53540.74,18761.06,Completed
78,118,20251002,267,82,2,Retail Store,1,816.9,0.0,816.9,571.67,245.23,Completed
79,119,20260615,690,18,2,Retail Store,1,15449.62,0.0,15449.62,12222.69,3226.93,Completed
80,120,20260315,305,16,2,Retail Store,2,36150.9,0.0,72301.8,53540.74,18761.06,Completed
81,121,20251128,547,48,5,Online,1,3082.84,0.0,3082.84,1808.54,1274.3,Completed
82,122,20260131,77,81,4,Online,1,692.89,0.0,692.89,498.78,194.11,Completed
82,123,20260131,77,57,4,Online,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
83,124,20240307,702,51,3,Retail Store,1,3900.27,0.0,3900.27,2399.19,1501.08,Completed
83,125,20240307,702,78,3,Retail Store,2,2386.16,0.0,4772.32,3078.78,1693.54,Completed
84,126,20260319,579,56,2,Online,1,2379.66,0.0,2379.66,1198.06,1181.6,Completed
86,128,20260527,201,21,4,Retail Store,1,5566.15,0.0,5566.15,3785.7,1780.45,Completed
86,129,20260527,201,6,4,Retail Store,1,20199.11,0.0,20199.11,15957.58,4241.53,Completed
86,130,20260527,201,62,4,Retail Store,1,1408.64,15.0,1197.34,753.35,443.99,Completed
90,135,20251218,571,15,3,Retail Store,1,12126.14,0.0,12126.14,8888.96,3237.18,Completed
90,136,20251218,571,33,3,Retail Store,1,7279.95,5.0,6915.95,4659.99,2255.96,Completed
91,137,20231221,355,15,3,Retail Store,1,12126.14,0.0,12126.14,8888.96,3237.18,Completed
93,139,20250914,127,32,4,Retail Store,1,4474.51,0.0,4474.51,2890.6,1583.91,Completed
95,141,20251204,774,34,4,Online,1,7092.2,0.0,7092.2,4391.4,2700.8,Completed
96,142,20260606,540,2,1,Retail Store,1,22157.13,10.0,19941.42,17402.58,2538.84,Completed
96,143,20260606,540,68,1,Retail Store,2,1113.39,0.0,2226.78,1207.6,1019.18,Completed
98,145,20260419,307,32,4,Online,3,4474.51,5.0,12752.35,8671.8,4080.55,Completed
99,146,20251119,215,29,2,Online,1,3880.7,5.0,3686.66,2513.63,1173.03,Completed
100,147,20260212,461,37,4,Online,1,1294.79,0.0,1294.79,812.1,482.69,Completed
100,148,20260212,461,28,4,Online,1,5480.82,0.0,5480.82,3528.95,1951.87,Completed
101,149,20241222,11,88,2,Wholesale,1,946.27,5.0,898.96,708.21,190.75,Completed
102,150,20241011,492,19,4,Online,1,4374.56,0.0,4374.56,2639.94,1734.62,Completed
103,151,20251128,428,46,1,Retail Store,1,2783.21,0.0,2783.21,1644.13,1139.08,Completed
104,152,20260323,469,52,2,Retail Store,1,4826.75,0.0,4826.75,2945.49,1881.26,Completed
106,154,20231201,571,45,3,Retail Store,1,3281.6,0.0,3281.6,1958.81,1322.79,Completed
107,155,20240522,696,84,2,Online,2,634.81,5.0,1206.14,892.28,313.86,Completed
108,156,20250519,137,63,4,Wholesale,1,323.05,0.0,323.05,177.87,145.18,Completed
108,157,20250519,137,62,4,Wholesale,1,1408.64,5.0,1338.21,753.35,584.86,Completed
110,159,20251201,349,41,4,Online,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
110,160,20251201,349,19,4,Online,1,4374.56,15.0,3718.38,2639.94,1078.44,Completed
111,161,20240615,435,53,1,Wholesale,3,3260.34,5.0,9291.97,5638.56,3653.41,Completed
111,162,20240615,435,19,1,Wholesale,1,4374.56,10.0,3937.1,2639.94,1297.16,Completed
113,164,20250113,289,76,3,Online,2,3324.41,0.0,6648.82,4789.02,1859.8,Completed
113,165,20250113,289,15,3,Online,1,12126.14,0.0,12126.14,8888.96,3237.18,Completed
114,166,20260630,356,16,3,Online,1,36150.9,0.0,36150.9,26770.37,9380.53,Completed
119,173,20251010,685,57,1,Online,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
121,175,20260408,212,10,4,Online,1,4712.58,0.0,4712.58,3467.42,1245.16,Completed
122,176,20241124,239,11,3,Retail Store,1,4975.98,0.0,4975.98,4015.17,960.81,Completed
124,178,20260214,244,11,1,Wholesale,1,4975.98,0.0,4975.98,4015.17,960.81,Completed
125,179,20250519,201,54,4,Retail Store,1,2742.3,0.0,2742.3,1591.69,1150.61,Completed
125,180,20250519,201,10,4,Retail Store,1,4712.58,10.0,4241.32,3467.42,773.9,Completed
126,181,20251226,230,23,1,Online,2,5558.81,5.0,10561.74,7700.02,2861.72,Completed
126,182,20251226,230,38,1,Online,1,512.6,0.0,512.6,307.01,205.59,Completed
127,183,20260603,443,51,4,Online,3,3900.27,0.0,11700.81,7197.57,4503.24,Completed
128,184,20260413,320,69,1,Online,1,2060.65,0.0,2060.65,1401.41,659.24,Completed
128,185,20260413,320,87,1,Online,1,536.26,0.0,536.26,384.12,152.14,Completed
129,186,20251016,733,13,2,Retail Store,1,34166.41,0.0,34166.41,27473.96,6692.45,Completed
130,187,20240728,597,59,3,Wholesale,1,1577.53,0.0,1577.53,845.24,732.29,Completed
131,188,20240721,556,56,3,Retail Store,1,2379.66,0.0,2379.66,1198.06,1181.6,Completed
132,189,20250703,675,87,2,Online,1,536.26,15.0,455.82,384.12,71.7,Completed
132,190,20250703,675,35,2,Online,3,2453.48,0.0,7360.44,4623.51,2736.93,Completed
133,191,20260204,62,17,4,Online,1,15476.14,15.0,13154.72,11962.37,1192.35,Completed
134,192,20251218,510,18,2,Wholesale,1,15449.62,0.0,15449.62,12222.69,3226.93,Completed
135,193,20240605,355,2,3,Online,1,22157.13,5.0,21049.27,17402.58,3646.69,Completed
135,194,20240605,355,16,3,Online,2,36150.9,0.0,72301.8,53540.74,18761.06,Completed
135,195,20240605,355,84,3,Online,1,634.81,15.0,539.59,446.14,93.45,Completed
136,196,20230816,673,83,1,Retail Store,1,1117.07,0.0,1117.07,822.39,294.68,Completed
137,197,20260115,151,34,5,Online,1,7092.2,0.0,7092.2,4391.4,2700.8,Completed
138,198,20260315,751,30,4,Online,1,3612.36,0.0,3612.36,2455.78,1156.58,Completed
139,199,20250602,59,26,5,Online,1,5258.5,5.0,4995.58,3345.69,1649.89,Completed
140,200,20250602,402,48,5,Retail Store,1,3082.84,0.0,3082.84,1808.54,1274.3,Completed
141,201,20240408,644,67,4,Online,1,1854.0,15.0,1575.9,995.39,580.51,Completed
142,202,20250720,42,43,3,Online,1,854.87,0.0,854.87,503.56,351.31,Completed
142,203,20250720,42,41,3,Online,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
142,204,20250720,42,10,3,Online,1,4712.58,0.0,4712.58,3467.42,1245.16,Completed
142,205,20250720,42,8,3,Online,1,12524.21,0.0,12524.21,9751.06,2773.15,Completed
143,206,20240521,59,34,5,Wholesale,1,7092.2,0.0,7092.2,4391.4,2700.8,Completed
145,209,20250313,257,65,4,Retail Store,3,864.5,0.0,2593.5,1415.4,1178.1,Completed
145,210,20250313,257,6,4,Retail Store,1,20199.11,0.0,20199.11,15957.58,4241.53,Completed
148,213,20260331,640,47,2,Online,1,1785.27,0.0,1785.27,1030.42,754.85,Completed
149,214,20250326,415,75,5,Retail Store,1,3268.16,0.0,3268.16,2079.81,1188.35,Completed
150,215,20250927,696,29,2,Online,1,3880.7,0.0,3880.7,2513.63,1367.07,Completed
150,216,20250927,696,1,2,Online,1,16547.71,15.0,14065.55,12161.38,1904.17,Completed
154,220,20260118,391,36,5,Retail Store,1,4356.43,0.0,4356.43,2690.38,1666.05,Completed
155,221,20260512,79,82,4,Retail Store,1,816.9,0.0,816.9,571.67,245.23,Completed
155,222,20260512,79,53,4,Retail Store,1,3260.34,0.0,3260.34,1879.52,1380.82,Completed
159,228,20250603,426,55,5,Online,1,1659.42,0.0,1659.42,903.52,755.9,Completed
159,229,20250603,426,88,5,Online,1,946.27,0.0,946.27,708.21,238.06,Completed
161,233,20240511,29,86,4,Wholesale,1,1068.62,0.0,1068.62,796.1,272.52,Completed
162,234,20250125,544,76,2,Online,1,3324.41,0.0,3324.41,2394.51,929.9,Completed
163,235,20260320,97,7,2,Wholesale,1,16362.3,0.0,16362.3,12834.47,3527.83,Completed
165,237,20241108,625,61,4,Online,1,241.57,0.0,241.57,141.06,100.51,Completed
165,238,20241108,625,59,4,Online,1,1577.53,0.0,1577.53,845.24,732.29,Completed
166,239,20250711,449,82,4,Online,1,816.9,0.0,816.9,571.67,245.23,Completed
167,240,20251110,282,64,1,Online,3,935.05,0.0,2805.15,1474.35,1330.8,Completed
168,241,20241229,654,61,2,Wholesale,1,241.57,0.0,241.57,141.06,100.51,Completed
168,242,20241229,654,13,2,Wholesale,1,34166.41,0.0,34166.41,27473.96,6692.45,Completed
168,243,20241229,654,49,2,Wholesale,3,4047.64,0.0,12142.92,7503.39,4639.53,Completed
168,244,20241229,654,89,2,Wholesale,1,1041.09,10.0,936.98,781.4,155.58,Completed
169,245,20250731,703,18,2,Online,3,15449.62,10.0,41713.97,36668.07,5045.9,Completed
173,250,20251103,636,80,2,Wholesale,1,4557.3,0.0,4557.3,2931.68,1625.62,Completed
173,251,20251103,636,51,2,Wholesale,1,3900.27,5.0,3705.26,2399.19,1306.07,Completed
174,252,20260612,688,54,5,Retail Store,1,2742.3,5.0,2605.18,1591.69,1013.49,Completed
175,253,20240918,602,28,2,Online,1,5480.82,0.0,5480.82,3528.95,1951.87,Completed
177,255,20260612,540,5,1,Online,1,14991.35,0.0,14991.35,11656.14,3335.21,Completed
178,256,20241121,353,16,4,Online,2,36150.9,5.0,68686.71,53540.74,15145.97,Completed
178,257,20241121,353,61,4,Online,1,241.57,0.0,241.57,141.06,100.51,Completed
179,258,20260110,614,58,2,Online,1,1470.73,0.0,1470.73,750.5,720.23,Completed
179,259,20260110,614,67,2,Online,2,1854.0,5.0,3522.6,1990.78,1531.82,Completed
181,263,20250927,383,79,4,Online,1,3975.62,0.0,3975.62,2682.42,1293.2,Completed
183,267,20250829,377,83,2,Retail Store,1,1117.07,0.0,1117.07,822.39,294.68,Completed
184,268,20250117,776,49,2,Wholesale,1,4047.64,15.0,3440.49,2501.13,939.36,Completed
184,269,20250117,776,42,2,Wholesale,1,1830.31,0.0,1830.31,1098.69,731.62,Completed
185,270,20240920,17,71,1,Retail Store,1,5796.79,0.0,5796.79,3701.33,2095.46,Completed
187,272,20240905,592,39,3,Retail Store,1,1734.26,0.0,1734.26,1106.48,627.78,Completed
188,273,20251026,252,45,1,Wholesale,1,3281.6,0.0,3281.6,1958.81,1322.79,Completed
188,274,20251026,252,74,1,Wholesale,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
188,275,20251026,252,49,1,Wholesale,3,4047.64,0.0,12142.92,7503.39,4639.53,Completed
191,278,20260527,618,10,2,Online,1,4712.58,0.0,4712.58,3467.42,1245.16,Completed
192,279,20240801,198,64,3,Online,3,935.05,0.0,2805.15,1474.35,1330.8,Completed
192,280,20240801,198,84,3,Online,1,634.81,0.0,634.81,446.14,188.67,Completed
194,283,20251110,776,89,2,Online,1,1041.09,0.0,1041.09,781.4,259.69,Completed
195,284,20240719,670,43,4,Retail Store,1,854.87,0.0,854.87,503.56,351.31,Completed
195,285,20240719,670,64,4,Retail Store,1,935.05,0.0,935.05,491.45,443.6,Completed
195,286,20240719,670,65,4,Retail Store,1,864.5,0.0,864.5,471.8,392.7,Completed
198,290,20250416,693,59,2,Online,1,1577.53,0.0,1577.53,845.24,732.29,Completed
199,291,20240322,592,41,3,Online,1,2162.29,10.0,1946.06,1195.36,750.7,Completed
200,292,20250102,583,36,2,Retail Store,1,4356.43,0.0,4356.43,2690.38,1666.05,Completed
200,293,20250102,583,63,2,Retail Store,2,323.05,0.0,646.1,355.74,290.36,Completed
201,294,20260508,481,83,2,Online,1,1117.07,0.0,1117.07,822.39,294.68,Completed
201,295,20260508,481,33,2,Online,3,7279.95,5.0,20747.86,13979.97,6767.89,Completed
201,296,20260508,481,45,2,Online,2,3281.6,0.0,6563.2,3917.62,2645.58,Completed
202,297,20260221,533,9,2,Online,1,31536.01,15.0,26805.61,24029.47,2776.14,Completed
203,298,20251222,597,27,3,Online,1,3772.72,0.0,3772.72,2595.78,1176.94,Completed
204,299,20250124,69,14,4,Retail Store,1,15152.85,0.0,15152.85,11788.81,3364.04,Completed
204,300,20250124,69,85,4,Retail Store,1,417.62,0.0,417.62,280.56,137.06,Completed
204,301,20250124,69,76,4,Retail Store,3,3324.41,0.0,9973.23,7183.53,2789.7,Completed
204,302,20250124,69,52,4,Retail Store,1,4826.75,15.0,4102.74,2945.49,1157.25,Completed
206,306,20260519,616,54,1,Retail Store,2,2742.3,10.0,4936.14,3183.38,1752.76,Completed
206,307,20260519,616,12,1,Retail Store,1,10227.67,0.0,10227.67,7982.52,2245.15,Completed
206,308,20260519,616,11,1,Retail Store,2,4975.98,15.0,8459.17,8030.34,428.83,Completed
206,309,20260519,616,58,1,Retail Store,1,1470.73,0.0,1470.73,750.5,720.23,Completed
208,312,20250321,212,16,4,Online,1,36150.9,0.0,36150.9,26770.37,9380.53,Completed
208,313,20250321,212,7,4,Online,1,16362.3,15.0,13907.96,12834.47,1073.49,Completed
209,314,20251129,708,75,1,Online,1,3268.16,0.0,3268.16,2079.81,1188.35,Completed
209,315,20251129,708,80,1,Online,1,4557.3,0.0,4557.3,2931.68,1625.62,Completed
210,316,20251102,102,34,2,Online,1,7092.2,15.0,6028.37,4391.4,1636.97,Completed
211,317,20260308,530,37,2,Wholesale,1,1294.79,15.0,1100.57,812.1,288.47,Completed
214,320,20260619,475,25,2,Online,3,1854.98,5.0,5286.69,3689.1,1597.59,Completed
215,321,20260310,259,9,1,Retail Store,1,31536.01,5.0,29959.21,24029.47,5929.74,Completed
215,322,20260310,259,4,1,Retail Store,1,12852.86,0.0,12852.86,10434.18,2418.68,Completed
216,323,20260405,783,67,5,Online,1,1854.0,0.0,1854.0,995.39,858.61,Completed
220,331,20250808,418,12,3,Wholesale,1,10227.67,5.0,9716.29,7982.52,1733.77,Completed
220,332,20250808,418,27,3,Wholesale,1,3772.72,0.0,3772.72,2595.78,1176.94,Completed
221,333,20240923,5,77,2,Wholesale,1,6440.95,0.0,6440.95,4611.67,1829.28,Completed
222,334,20251113,620,25,2,Retail Store,1,1854.98,0.0,1854.98,1229.7,625.28,Completed
227,342,20251015,678,74,4,Retail Store,1,4837.19,0.0,4837.19,3377.85,1459.34,Completed
227,343,20251015,678,17,4,Retail Store,2,15476.14,0.0,30952.28,23924.74,7027.54,Completed
228,344,20230924,506,50,1,Wholesale,1,2922.94,10.0,2630.65,1701.86,928.79,Completed
229,345,20241124,115,1,4,Online,2,16547.71,10.0,29785.88,24322.76,5463.12,Completed
230,346,20250107,312,49,2,Online,1,4047.64,5.0,3845.26,2501.13,1344.13,Completed
231,347,20250930,481,86,2,Online,1,1068.62,0.0,1068.62,796.1,272.52,Completed
232,348,20240706,583,23,2,Wholesale,1,5558.81,0.0,5558.81,3850.01,1708.8,Completed
232,349,20240706,583,34,2,Wholesale,3,7092.2,0.0,21276.6,13174.2,8102.4,Completed
233,350,20250812,252,14,1,Online,1,15152.85,15.0,12879.92,11788.81,1091.11,Completed
235,352,20250125,42,67,3,Wholesale,1,1854.0,15.0,1575.9,995.39,580.51,Completed
236,353,20240508,323,32,3,Retail Store,1,4474.51,0.0,4474.51,2890.6,1583.91,Completed
236,354,20240508,323,55,3,Retail Store,3,1659.42,0.0,4978.26,2710.56,2267.7,Completed
238,356,20250626,238,86,3,Online,1,1068.62,10.0,961.76,796.1,165.66,Completed
239,357,20260526,123,40,2,Retail Store,1,4850.53,5.0,4608.0,2996.07,1611.93,Completed
240,358,20241216,544,28,2,Retail Store,1,5480.82,0.0,5480.82,3528.95,1951.87,Completed
241,359,20250117,466,57,2,Wholesale,3,1826.43,10.0,4931.36,3184.17,1747.19,Completed
241,360,20250117,466,47,2,Wholesale,2,1785.27,15.0,3034.96,2060.84,974.12,Completed
242,361,20260407,436,66,1,Online,2,785.79,0.0,1571.58,790.04,781.54,Completed
243,362,20260609,691,68,3,Online,1,1113.39,15.0,946.38,603.8,342.58,Completed
244,363,20251127,340,64,2,Online,1,935.05,5.0,888.3,491.45,396.85,Completed
245,364,20250725,479,75,5,Online,1,3268.16,0.0,3268.16,2079.81,1188.35,Completed
246,365,20250226,404,8,4,Online,1,12524.21,0.0,12524.21,9751.06,2773.15,Completed
246,366,20250226,404,34,4,Online,1,7092.2,0.0,7092.2,4391.4,2700.8,Completed
247,367,20250424,242,30,2,Online,1,3612.36,0.0,3612.36,2455.78,1156.58,Completed
248,368,20240907,547,69,5,Wholesale,1,2060.65,0.0,2060.65,1401.41,659.24,Completed
248,369,20240907,547,67,5,Wholesale,1,1854.0,5.0,1761.3,995.39,765.91,Completed
250,372,20250705,11,58,2,Online,1,1470.73,0.0,1470.73,750.5,720.23,Completed
251,373,20251016,295,53,1,Online,1,3260.34,0.0,3260.34,1879.52,1380.82,Completed
251,374,20251016,295,21,1,Online,1,5566.15,0.0,5566.15,3785.7,1780.45,Completed
252,375,20260520,237,76,1,Online,1,3324.41,0.0,3324.41,2394.51,929.9,Completed
252,376,20260520,237,30,1,Online,1,3612.36,15.0,3070.51,2455.78,614.73,Completed
255,379,20251219,621,71,4,Retail Store,1,5796.79,5.0,5506.95,3701.33,1805.62,Completed
256,380,20250221,721,48,4,Online,1,3082.84,15.0,2620.41,1808.54,811.87,Completed
257,381,20260512,792,11,5,Online,3,4975.98,0.0,14927.94,12045.51,2882.43,Completed
258,382,20260227,289,43,3,Online,2,854.87,10.0,1538.77,1007.12,531.65,Completed
259,383,20250924,606,41,1,Online,1,2162.29,0.0,2162.29,1195.36,966.93,Completed
260,384,20260503,508,86,3,Online,1,1068.62,5.0,1015.19,796.1,219.09,Completed
261,385,20250904,289,35,3,Online,1,2453.48,5.0,2330.81,1541.17,789.64,Completed
261,386,20250904,289,62,3,Online,1,1408.64,0.0,1408.64,753.35,655.29,Completed
262,387,20260117,458,71,5,Retail Store,1,5796.79,15.0,4927.27,3701.33,1225.94,Completed
262,388,20260117,458,34,5,Retail Store,1,7092.2,0.0,7092.2,4391.4,2700.8,Completed
266,393,20260324,712,56,2,Retail Store,3,2379.66,0.0,7138.98,3594.18,3544.8,Completed
267,394,20241123,545,78,3,Wholesale,1,2386.16,0.0,2386.16,1539.39,846.77,Completed
269,397,20260425,132,43,4,Retail Store,1,854.87,0.0,854.87,503.56,351.31,Completed
271,399,20260325,507,20,4,Retail Store,1,2963.93,0.0,2963.93,2025.77,938.16,Completed
271,400,20260325,507,39,4,Retail Store,1,1734.26,5.0,1647.55,1106.48,541.07,Completed
272,401,20251219,204,76,3,Online,1,3324.41,5.0,3158.19,2394.51,763.68,Completed
272,402,20251219,204,11,3,Online,1,4975.98,0.0,4975.98,4015.17,960.81,Completed
273,403,20260509,195,73,4,Online,3,4850.84,0.0,14552.52,10194.84,4357.68,Completed
275,406,20251027,340,24,2,Wholesale,1,6901.74,10.0,6211.57,4244.54,1967.03,Completed
275,407,20251027,340,79,2,Wholesale,1,3975.62,5.0,3776.84,2682.42,1094.42,Completed
277,410,20241203,258,5,4,Retail Store,1,14991.35,0.0,14991.35,11656.14,3335.21,Completed
279,413,20240628,506,38,1,Online,1,512.6,0.0,512.6,307.01,205.59,Completed
280,414,20260119,315,48,4,Retail Store,1,3082.84,0.0,3082.84,1808.54,1274.3,Completed
280,415,20260119,315,12,4,Retail Store,1,10227.67,0.0,10227.67,7982.52,2245.15,Completed
281,416,20251017,715,6,4,Online,1,20199.11,0.0,20199.11,15957.58,4241.53,Completed
283,418,20251225,634,7,4,Online,2,16362.3,0.0,32724.6,25668.94,7055.66,Completed
283,419,20251225,634,48,4,Online,1,3082.84,0.0,3082.84,1808.54,1274.3,Completed
284,420,20260619,240,79,5,Retail Store,1,3975.62,0.0,3975.62,2682.42,1293.2,Completed
285,421,20251123,239,47,3,Wholesale,1,1785.27,0.0,1785.27,1030.42,754.85,Completed
286,422,20250710,758,57,1,Retail Store,1,1826.43,0.0,1826.43,1061.39,765.04,Completed
290,428,20251003,49,89,2,Online,3,1041.09,5.0,2967.11,2344.2,622.91,Completed
290,429,20251003,49,14,2,Online,2,15152.85,0.0,30305.7,23577.62,6728.08,Completed
291,430,20240719,712,43,2,Wholesale,2,854.87,0.0,1709.74,1007.12,702.62,Completed
293,433,20250809,120,7,1,Retail Store,1,16362.3,0.0,16362.3,12834.47,3527.83,Completed
294,434,20251011,443,4,4,Retail Store,1,12852.86,0.0,12852.86,10434.18,2418.68,Completed
